title,body,rating,clean_title,clean_body,review_text,title_cleaned,body_cleaned,title_tokens,body_tokens,language,mixed_language,transliteration
Below average,"Good battery. Heating while charging and using mobile data, camera below average with 48 mp true, looks like 13 mp. Heavy in weight and thickness (okay that 6000 mah) display is not good as other phones in this rage in terms of technology and display ratio. Overall below average in this price.",1,below average,good battery heating while charging and using mobile data camera below average with 48 mp true looks like 13 mp heavy in weight and thickness okay that 6000 mah display is not good as other phones in this rage in terms of technology and display ratio overall below average in this price,below average good battery heating while charging and using mobile data camera below average with 48 mp true looks like 13 mp heavy in weight and thickness okay that 6000 mah display is not good as other phones in this rage in terms of technology and display ratio overall below average in this price,below average,good battery heating while charging and using mobile data camera below average with 48 mp true looks like 13 mp heavy in weight and thickness okay that 6000 mah display is not good as other phones in this rage in terms of technology and display ratio overall below average in this price,"['below', 'average']","['good', 'battery', 'heating', 'while', 'charging', 'and', 'using', 'mobile', 'data', 'camera', 'below', 'average', 'with', '48', 'mp', 'true', 'looks', 'like', '13', 'mp', 'heavy', 'in', 'weight', 'and', 'thickness', 'okay', 'that', '6000', 'mah', 'display', 'is', 'not', 'good', 'as', 'other', 'phones', 'in', 'this', 'rage', 'in', 'terms', 'of', 'technology', 'and', 'display', 'ratio', 'overall', 'below', 'average', 'in', 'this', 'price']",en,Single,No
"RUBBISH PHONE, WANT MY MONEY BACK","PHONE IS TOTAL RUBBISH.  Slowest to respond, Camera not at all good, abruptly closes down youtube and other applications on itself....AND THIS PHONE IS UTTER WASTE. CAMERA QUALITY IS BAD.Not at all happy with the product.I WANT MY MONEY BACK",1,rubbish phone want my money back,phone is total rubbish slowest to respond camera not at all good abruptly closes down youtube and other applications on itself and this phone is utter waste camera quality is bad not at all happy with the product i want my money back,rubbish phone want my money back phone is total rubbish slowest to respond camera not at all good abruptly closes down youtube and other applications on itself and this phone is utter waste camera quality is bad not at all happy with the product i want my money back,rubbish phone want my money back,phone is total rubbish slowest to respond camera not at all good abruptly closes down youtube and other applications on itself and this phone is utter waste camera quality is bad not at all happy with the product i want my money back,"['rubbish', 'phone', 'want', 'my', 'money', 'back']","['phone', 'is', 'total', 'rubbish', 'slowest', 'to', 'respond', 'camera', 'not', 'at', 'all', 'good', 'abruptly', 'closes', 'down', 'youtube', 'and', 'other', 'applications', 'on', 'itself', 'and', 'this', 'phone', 'is', 'utter', 'waste', 'camera', 'quality', 'is', 'bad', 'not', 'at', 'all', 'happy', 'with', 'the', 'product', 'i', 'want', 'my', 'money', 'back']",en,Single,No
Perfect phone with this price,"This is perfect phone, good speed, decent specs and outstanding battery life. The look of the device is also attractive. Above all, the trust of company.",5,perfect phone with this price,this is perfect phone good speed decent specs and outstanding battery life the look of the device is also attractive above all the trust of company,perfect phone with this price this is perfect phone good speed decent specs and outstanding battery life the look of the device is also attractive above all the trust of company,perfect phone with this price,this is perfect phone good speed decent specs and outstanding battery life the look of the device is also attractive above all the trust of company,"['perfect', 'phone', 'with', 'this', 'price']","['this', 'is', 'perfect', 'phone', 'good', 'speed', 'decent', 'specs', 'and', 'outstanding', 'battery', 'life', 'the', 'look', 'of', 'the', 'device', 'is', 'also', 'attractive', 'above', 'all', 'the', 'trust', 'of', 'company']",en,Single,No
Not recommended for Jiofiber users,"Very disappointing ,Samsung manufactured only 2.4Ghz support mobile in 2021 @ 13000 cost. Newer days below 10000 value mobiles also supporting dual band.I have purchased samsung mobile in 2018 will support 5ghz band, 2021 manufactured mobile will not support dual band  very shameful.This is cheating of amazon not mentioned same in details about the product. I am suggesting don't buy those who are using Jiofiber WIFI.",1,not recommended for jiofiber users,very disappointing samsung manufactured only 2 4ghz support mobile in 2021 13000 cost newer days below 10000 value mobiles also supporting dual band i have purchased samsung mobile in 2018 will support 5ghz band 2021 manufactured mobile will not support dual band very shameful this is cheating of amazon not mentioned same in details about the product i am suggesting don t buy those who are using jiofiber wifi,not recommended for jiofiber users very disappointing samsung manufactured only 2 4ghz support mobile in 2021 13000 cost newer days below 10000 value mobiles also supporting dual band i have purchased samsung mobile in 2018 will support 5ghz band 2021 manufactured mobile will not support dual band very shameful this is cheating of amazon not mentioned same in details about the product i am suggesting don t buy those who are using jiofiber wifi,not recommended for jiofiber users,very disappointing samsung manufactured only 2 4ghz support mobile in 2021 13000 cost newer days below 10000 value mobiles also supporting dual band i have purchased samsung mobile in 2018 will support 5ghz band 2021 manufactured mobile will not support dual band very shameful this is cheating of amazon not mentioned same in details about the product i am suggesting don t buy those who are using jiofiber wifi,"['not', 'recommended', 'for', 'jiofiber', 'users']","['very', 'disappointing', 'samsung', 'manufactured', 'only', '2', '4ghz', 'support', 'mobile', 'in', '2021', '13000', 'cost', 'newer', 'days', 'below', '10000', 'value', 'mobiles', 'also', 'supporting', 'dual', 'band', 'i', 'have', 'purchased', 'samsung', 'mobile', 'in', '2018', 'will', 'support', '5ghz', 'band', '2021', 'manufactured', 'mobile', 'will', 'not', 'support', 'dual', 'band', 'very', 'shameful', 'this', 'is', 'cheating', 'of', 'amazon', 'not', 'mentioned', 'same', 'in', 'details', 'about', 'the', 'product', 'i', 'am', 'suggesting', 'don', 't', 'buy', 'those', 'who', 'are', 'using', 'jiofiber', 'wifi']",en,Single,No
Very poor performance,Dislike,1,very poor performance,dislike,very poor performance dislike,very poor performance,dislike,"['very', 'poor', 'performance']",['dislike'],af,Single,No
Very bad self camera,Self camera is just like 2 mega pixels.,1,very bad self camera,self camera is just like 2 mega pixels,very bad self camera self camera is just like 2 mega pixels,very bad self camera,self camera is just like 2 mega pixels,"['very', 'bad', 'self', 'camera']","['self', 'camera', 'is', 'just', 'like', '2', 'mega', 'pixels']",ca,Single,No
"Not So impressive,okay okay.Little over price","The media could not be loaded.
                




   #m12,#m12unboxing,#samsungm12 ,#unboxing ,#Samsung, #Galaxy, #M12,#SamsungGalaxyM12M12 unboxing videoNot so impressive Mobile from Samsung, currently direct compete with LGK42, Moto G30/G10To All people who want to purchase mobile DO NOT go on Mobile Marketing and Actors endorsing Mobile.:Remember 5G is coming hence you are getting so much discount on all 4G mobile. Mobile manufacturers are clearing stocks, Need to inform 5G mobile support 4G band but all 4G mobile will not support 5G.Take example, if you purchase 20,0000 mobile today, after 20 months you may need to change to 5G mobile hence it will cost you 1000 per month (costing matters) and you will not get High exchange value (not even 50% cost), Currently 5G yet to come in India, may be yearend or come will be high cost.Points to Remember while purchasing Mobile:1) Mobile band support, Dual Wi-fi Support is better.2) Graphics PPI matter hence check PPI value of mobile. It directly related to Mobile display and colour quality, Higher is better.3) Check Mobile camera F value (lower value, higher picture quality) if less than 1.8 is best. Mostly camera quality depends on Focal Value not on pixel4) Android upgrade support. This is important as your mobile will useless within 2 years, remember you don’t want any mobile who cannot upgrade to Android 11.5) Item Weight and height of mobile. Lower is better, it really matter as you will get pain while holding mobile for long time, specially  old people.6) Mobile resolution, Higher is better7) screen refresh rate, Higher is better8) Clean Android installation. This is also important as manufacturers cannot force you to install or retain any app.M12 /Pro6000 battery (not fully tested yet)Android 11, v11.0 operating system, One UI 3.1with 8nm Power Efficient Exynos850 (Octa Core 2.0GHz)90Hz screen refresh rateSamsung Brand (Non-Chinese)Galaxy Store supportDolby Atmos support. Currently Audio testing is going onM12 Cons720p screen resolutionNo AR support, ARcore Absentresolution with 720 x 1600 pixels resolution, low Graphics PPI 269 PPI with 16M colours221 Grams Dimensions 1 x 7.6 x 16.4 cmLCDpre-installed Bloatware some of cannot uninstalled but need to disablehigher Mobile F value (F 2.0)No headphones, no backcover ,no extra accessories.Uodate after three days:Battery still going on at 15% with 1 hour daily voice call , some whatsapp  and mostly standby.So it is power monster in battery category",3,not so impressive okay okay little over price,the media could not be loaded m12 m12unboxing samsungm12 unboxing samsung galaxy m12 samsunggalaxym12m12 unboxing videonot so impressive mobile from samsung currently direct compete with lgk42 moto g30 g10to all people who want to purchase mobile do not go on mobile marketing and actors endorsing mobile remember 5g is coming hence you are getting so much discount on all 4g mobile mobile manufacturers are clearing stocks need to inform 5g mobile support 4g band but all 4g mobile will not support 5g take example if you purchase 20 0000 mobile today after 20 months you may need to change to 5g mobile hence it will cost you 1000 per month costing matters and you will not get high exchange value not even 50 cost currently 5g yet to come in india may be yearend or come will be high cost points to remember while purchasing mobile 1 mobile band support dual wi fi support is better 2 graphics ppi matter hence check ppi value of mobile it directly related to mobile display and colour quality higher is better 3 check mobile camera f value lower value higher picture quality if less than 1 8 is best mostly camera quality depends on focal value not on pixel4 android upgrade support this is important as your mobile will useless within 2 years remember you don t want any mobile who cannot upgrade to android 11 5 item weight and height of mobile lower is better it really matter as you will get pain while holding mobile for long time specially old people 6 mobile resolution higher is better7 screen refresh rate higher is better8 clean android installation this is also important as manufacturers cannot force you to install or retain any app m12 pro6000 battery not fully tested yet android 11 v11 0 operating system one ui 3 1with 8nm power efficient exynos850 octa core 2 0ghz 90hz screen refresh ratesamsung brand non chinese galaxy store supportdolby atmos support currently audio testing is going onm12 cons720p screen resolutionno ar support arcore absentresolution with 720 x 1600 pixels resolution low graphics ppi 269 ppi with 16m colours221 grams dimensions 1 x 7 6 x 16 4 cmlcdpre installed bloatware some of cannot uninstalled but need to disablehigher mobile f value f 2 0 no headphones no backcover no extra accessories uodate after three days battery still going on at 15 with 1 hour daily voice call some whatsapp and mostly standby so it is power monster in battery category,not so impressive okay okay little over price the media could not be loaded m12 m12unboxing samsungm12 unboxing samsung galaxy m12 samsunggalaxym12m12 unboxing videonot so impressive mobile from samsung currently direct compete with lgk42 moto g30 g10to all people who want to purchase mobile do not go on mobile marketing and actors endorsing mobile remember 5g is coming hence you are getting so much discount on all 4g mobile mobile manufacturers are clearing stocks need to inform 5g mobile support 4g band but all 4g mobile will not support 5g take example if you purchase 20 0000 mobile today after 20 months you may need to change to 5g mobile hence it will cost you 1000 per month costing matters and you will not get high exchange value not even 50 cost currently 5g yet to come in india may be yearend or come will be high cost points to remember while purchasing mobile 1 mobile band support dual wi fi support is better 2 graphics ppi matter hence check ppi value of mobile it directly related to mobile display and colour quality higher is better 3 check mobile camera f value lower value higher picture quality if less than 1 8 is best mostly camera quality depends on focal value not on pixel4 android upgrade support this is important as your mobile will useless within 2 years remember you don t want any mobile who cannot upgrade to android 11 5 item weight and height of mobile lower is better it really matter as you will get pain while holding mobile for long time specially old people 6 mobile resolution higher is better7 screen refresh rate higher is better8 clean android installation this is also important as manufacturers cannot force you to install or retain any app m12 pro6000 battery not fully tested yet android 11 v11 0 operating system one ui 3 1with 8nm power efficient exynos850 octa core 2 0ghz 90hz screen refresh ratesamsung brand non chinese galaxy store supportdolby atmos support currently audio testing is going onm12 cons720p screen resolutionno ar support arcore absentresolution with 720 x 1600 pixels resolution low graphics ppi 269 ppi with 16m colours221 grams dimensions 1 x 7 6 x 16 4 cmlcdpre installed bloatware some of cannot uninstalled but need to disablehigher mobile f value f 2 0 no headphones no backcover no extra accessories uodate after three days battery still going on at 15 with 1 hour daily voice call some whatsapp and mostly standby so it is power monster in battery category,not so impressive okay okay little over price,the media could not be loaded m12 m12unboxing samsungm12 unboxing samsung galaxy m12 samsunggalaxym12m12 unboxing videonot so impressive mobile from samsung currently direct compete with lgk42 moto g30 g10to all people who want to purchase mobile do not go on mobile marketing and actors endorsing mobile remember 5g is coming hence you are getting so much discount on all 4g mobile mobile manufacturers are clearing stocks need to inform 5g mobile support 4g band but all 4g mobile will not support 5g take example if you purchase 20 0000 mobile today after 20 months you may need to change to 5g mobile hence it will cost you 1000 per month costing matters and you will not get high exchange value not even 50 cost currently 5g yet to come in india may be yearend or come will be high cost points to remember while purchasing mobile 1 mobile band support dual wi fi support is better 2 graphics ppi matter hence check ppi value of mobile it directly related to mobile display and colour quality higher is better 3 check mobile camera f value lower value higher picture quality if less than 1 8 is best mostly camera quality depends on focal value not on pixel4 android upgrade support this is important as your mobile will useless within 2 years remember you don t want any mobile who cannot upgrade to android 11 5 item weight and height of mobile lower is better it really matter as you will get pain while holding mobile for long time specially old people 6 mobile resolution higher is better7 screen refresh rate higher is better8 clean android installation this is also important as manufacturers cannot force you to install or retain any app m12 pro6000 battery not fully tested yet android 11 v11 0 operating system one ui 3 1with 8nm power efficient exynos850 octa core 2 0ghz 90hz screen refresh ratesamsung brand non chinese galaxy store supportdolby atmos support currently audio testing is going onm12 cons720p screen resolutionno ar support arcore absentresolution with 720 x 1600 pixels resolution low graphics ppi 269 ppi with 16m colours221 grams dimensions 1 x 7 6 x 16 4 cmlcdpre installed bloatware some of cannot uninstalled but need to disablehigher mobile f value f 2 0 no headphones no backcover no extra accessories uodate after three days battery still going on at 15 with 1 hour daily voice call some whatsapp and mostly standby so it is power monster in battery category,"['not', 'so', 'impressive', 'okay', 'okay', 'little', 'over', 'price']","['the', 'media', 'could', 'not', 'be', 'loaded', 'm12', 'm12unboxing', 'samsungm12', 'unboxing', 'samsung', 'galaxy', 'm12', 'samsunggalaxym12m12', 'unboxing', 'videonot', 'so', 'impressive', 'mobile', 'from', 'samsung', 'currently', 'direct', 'compete', 'with', 'lgk42', 'moto', 'g30', 'g10to', 'all', 'people', 'who', 'want', 'to', 'purchase', 'mobile', 'do', 'not', 'go', 'on', 'mobile', 'marketing', 'and', 'actors', 'endorsing', 'mobile', 'remember', '5g', 'is', 'coming', 'hence', 'you', 'are', 'getting', 'so', 'much', 'discount', 'on', 'all', '4g', 'mobile', 'mobile', 'manufacturers', 'are', 'clearing', 'stocks', 'need', 'to', 'inform', '5g', 'mobile', 'support', '4g', 'band', 'but', 'all', '4g', 'mobile', 'will', 'not', 'support', '5g', 'take', 'example', 'if', 'you', 'purchase', '20', '0000', 'mobile', 'today', 'after', '20', 'months', 'you', 'may', 'need', 'to', 'change', 'to', '5g', 'mobile', 'hence', 'it', 'will', 'cost', 'you', '1000', 'per', 'month', 'costing', 'matters', 'and', 'you', 'will', 'not', 'get', 'high', 'exchange', 'value', 'not', 'even', '50', 'cost', 'currently', '5g', 'yet', 'to', 'come', 'in', 'india', 'may', 'be', 'yearend', 'or', 'come', 'will', 'be', 'high', 'cost', 'points', 'to', 'remember', 'while', 'purchasing', 'mobile', '1', 'mobile', 'band', 'support', 'dual', 'wi', 'fi', 'support', 'is', 'better', '2', 'graphics', 'ppi', 'matter', 'hence', 'check', 'ppi', 'value', 'of', 'mobile', 'it', 'directly', 'related', 'to', 'mobile', 'display', 'and', 'colour', 'quality', 'higher', 'is', 'better', '3', 'check', 'mobile', 'camera', 'f', 'value', 'lower', 'value', 'higher', 'picture', 'quality', 'if', 'less', 'than', '1', '8', 'is', 'best', 'mostly', 'camera', 'quality', 'depends', 'on', 'focal', 'value', 'not', 'on', 'pixel4', 'android', 'upgrade', 'support', 'this', 'is', 'important', 'as', 'your', 'mobile', 'will', 'useless', 'within', '2', 'years', 'remember', 'you', 'don', 't', 'want', 'any', 'mobile', 'who', 'can', 'not', 'upgrade', 'to', 'android', '11', '5', 'item', 'weight', 'and', 'height', 'of', 'mobile', 'lower', 'is', 'better', 'it', 'really', 'matter', 'as', 'you', 'will', 'get', 'pain', 'while', 'holding', 'mobile', 'for', 'long', 'time', 'specially', 'old', 'people', '6', 'mobile', 'resolution', 'higher', 'is', 'better7', 'screen', 'refresh', 'rate', 'higher', 'is', 'better8', 'clean', 'android', 'installation', 'this', 'is', 'also', 'important', 'as', 'manufacturers', 'can', 'not', 'force', 'you', 'to', 'install', 'or', 'retain', 'any', 'app', 'm12', 'pro6000', 'battery', 'not', 'fully', 'tested', 'yet', 'android', '11', 'v11', '0', 'operating', 'system', 'one', 'ui', '3', '1with', '8nm', 'power', 'efficient', 'exynos850', 'octa', 'core', '2', '0ghz', '90hz', 'screen', 'refresh', 'ratesamsung', 'brand', 'non', 'chinese', 'galaxy', 'store', 'supportdolby', 'atmos', 'support', 'currently', 'audio', 'testing', 'is', 'going', 'onm12', 'cons720p', 'screen', 'resolutionno', 'ar', 'support', 'arcore', 'absentresolution', 'with', '720', 'x', '1600', 'pixels', 'resolution', 'low', 'graphics', 'ppi', '269', 'ppi', 'with', '16m', 'colours221', 'grams', 'dimensions', '1', 'x', '7', '6', 'x', '16', '4', 'cmlcdpre', 'installed', 'bloatware', 'some', 'of', 'can', 'not', 'uninstalled', 'but', 'need', 'to', 'disablehigher', 'mobile', 'f', 'value', 'f', '2', '0', 'no', 'headphones', 'no', 'backcover', 'no', 'extra', 'accessories', 'uodate', 'after', 'three', 'days', 'battery', 'still', 'going', 'on', 'at', '15', 'with', '1', 'hour', 'daily', 'voice', 'call', 'some', 'whatsapp', 'and', 'mostly', 'standby', 'so', 'it', 'is', 'power', 'monster', 'in', 'battery', 'category']",en,Single,No
Not a good budget phone,"Product specifications are not at par..Display is below average.Camera quality is just okay..It doesnt support 5ghz wifi, which is not mentioned anywhere so please make sure before buying..",2,not a good budget phone,product specifications are not at par display is below average camera quality is just okay it doesnt support 5ghz wifi which is not mentioned anywhere so please make sure before buying,not a good budget phone product specifications are not at par display is below average camera quality is just okay it doesnt support 5ghz wifi which is not mentioned anywhere so please make sure before buying,not a good budget phone,product specifications are not at par display is below average camera quality is just okay it doesnt support 5ghz wifi which is not mentioned anywhere so please make sure before buying,"['not', 'a', 'good', 'budget', 'phone']","['product', 'specifications', 'are', 'not', 'at', 'par', 'display', 'is', 'below', 'average', 'camera', 'quality', 'is', 'just', 'okay', 'it', 'doesnt', 'support', '5ghz', 'wifi', 'which', 'is', 'not', 'mentioned', 'anywhere', 'so', 'please', 'make', 'sure', 'before', 'buying']",en,Single,No
Samsung UI/UX is the worst,"The user experience is pathetic on these cheap phones. Its filled to the brim with bloatware that you can't remove.You're better off getting the Mi phones as they have a far better UIAlso, I can't return this garbage of a phone as Samsung don't list this as a software issue.I'll have to look into installing lineage os and de-google this phone before using it but that's easier said than done.",1,samsung ui ux is the worst,the user experience is pathetic on these cheap phones its filled to the brim with bloatware that you can t remove you re better off getting the mi phones as they have a far better uialso i can t return this garbage of a phone as samsung don t list this as a software issue i ll have to look into installing lineage os and de google this phone before using it but that s easier said than done,samsung ui ux is the worst the user experience is pathetic on these cheap phones its filled to the brim with bloatware that you can t remove you re better off getting the mi phones as they have a far better uialso i can t return this garbage of a phone as samsung don t list this as a software issue i ll have to look into installing lineage os and de google this phone before using it but that s easier said than done,samsung ui ux is the worst,the user experience is pathetic on these cheap phones its filled to the brim with bloatware that you can t remove you re better off getting the mi phones as they have a far better uialso i can t return this garbage of a phone as samsung don t list this as a software issue i ll have to look into installing lineage os and de google this phone before using it but that s easier said than done,"['samsung', 'ui', 'ux', 'is', 'the', 'worst']","['the', 'user', 'experience', 'is', 'pathetic', 'on', 'these', 'cheap', 'phones', 'its', 'filled', 'to', 'the', 'brim', 'with', 'bloatware', 'that', 'you', 'can', 't', 'remove', 'you', 're', 'better', 'off', 'getting', 'the', 'mi', 'phones', 'as', 'they', 'have', 'a', 'far', 'better', 'uialso', 'i', 'can', 't', 'return', 'this', 'garbage', 'of', 'a', 'phone', 'as', 'samsung', 'don', 't', 'list', 'this', 'as', 'a', 'software', 'issue', 'i', 'll', 'have', 'to', 'look', 'into', 'installing', 'lineage', 'os', 'and', 'de', 'google', 'this', 'phone', 'before', 'using', 'it', 'but', 'that', 's', 'easier', 'said', 'than', 'done']",en,Single,No
Poor from Samsung,Just for name sake Cam & Battery are 48mp & 6000mah. But coming to reality it is poor. The weight of the phone also almost 250gm so it is not a smart phone it is a hard phone. And the top menu bar beside front cam is not responding sometimes.,1,poor from samsung,just for name sake cam battery are 48mp 6000mah but coming to reality it is poor the weight of the phone also almost 250gm so it is not a smart phone it is a hard phone and the top menu bar beside front cam is not responding sometimes,poor from samsung just for name sake cam battery are 48mp 6000mah but coming to reality it is poor the weight of the phone also almost 250gm so it is not a smart phone it is a hard phone and the top menu bar beside front cam is not responding sometimes,poor from samsung,just for name sake cam battery are 48mp 6000mah but coming to reality it is poor the weight of the phone also almost 250gm so it is not a smart phone it is a hard phone and the top menu bar beside front cam is not responding sometimes,"['poor', 'from', 'samsung']","['just', 'for', 'name', 'sake', 'cam', 'battery', 'are', '48mp', '6000mah', 'but', 'coming', 'to', 'reality', 'it', 'is', 'poor', 'the', 'weight', 'of', 'the', 'phone', 'also', 'almost', '250gm', 'so', 'it', 'is', 'not', 'a', 'smart', 'phone', 'it', 'is', 'a', 'hard', 'phone', 'and', 'the', 'top', 'menu', 'bar', 'beside', 'front', 'cam', 'is', 'not', 'responding', 'sometimes']",en,Single,No
